"Accuracy","Kappa","AccuracyLower","AccuracyUpper","AccuracyNull","AccuracyPValue","McnemarPValue","Sensitivity","Specificity","Pos.Pred.Value","Neg.Pred.Value","Precision","Recall","F1","Prevalence","Detection.Rate","Detection.Prevalence","Balanced.Accuracy"
0.655768044417027,0.305553821003054,0.642221247956322,0.669127592871018,0.578449516759202,1.54305830280744e-28,1.5703208081883e-09,0.65219512195122,0.658371845005332,0.581810269799826,0.722027290448343,0.581810269799826,0.65219512195122,0.614995400183993,0.421550483240798,0.274933168825828,0.472547809993831,0.655283483478276
