Accuracy,Kappa,AccuracyLower,AccuracyUpper,AccuracyNull,AccuracyPValue,McnemarPValue,Sensitivity,Specificity,Pos.Pred.Value,Neg.Pred.Value,Precision,Recall,F1,Prevalence,Detection.Rate,Detection.Prevalence,Balanced.Accuracy
0.916047973,0.831418485,0.906369228,0.92502524,0.531696174,0,1,0.921052632,0.910365854,0.921052632,0.910365854,0.921052632,0.921052632,0.921052632,0.531696174,0.48972016,0.531696174,0.915709243
