"Accuracy","Kappa","AccuracyLower","AccuracyUpper","AccuracyNull","AccuracyPValue","McnemarPValue","Sensitivity","Specificity","Pos.Pred.Value","Neg.Pred.Value","Precision","Recall","F1","Prevalence","Detection.Rate","Detection.Prevalence","Balanced.Accuracy"
0.323114844612715,-0.335471842052718,0.32129459977797,0.324939133401667,0.590948887837198,1,0,0.32982385098198,0.318470912500584,0.250927895547568,0.407063038471381,0.250927895547568,0.32982385098198,0.285016809068149,0.409051112162802,0.134914813061997,0.537663669348478,0.324147381741282
