0.000197433,0.048011953,0.032095353,-3.131281836,13.33254249
-0.000136858,0.008218436,0.006568614,-7.069233492,21.82144002
-0.000289327,0.003205154,0.001739372,-27.12471051,40.48192167
1.31746E-05,0.004025248,0.00336436,-10.46104745,29.15010462
3.97723E-05,0.000724618,0.000563523,-17.8663005,38.89760999
-1.97253E-05,0.007343442,0.005675942,-14.17870749,32.47661977
-6.21803E-05,0.003154513,0.002588502,-7.842066398,23.43571059
3.01491E-05,0.002952012,0.002291582,-5.693508973,20.51111797
8.85233E-05,0.004357341,0.003287233,-13.88254808,33.43216264
0.000179303,0.008373705,0.006069834,-14.17447417,33.18769189
0.000445894,0.00986165,0.007923681,-3.628290742,17.87854818
0.000636826,0.008731061,0.007626792,-36.20693547,68.1936836
-4.80121E-05,0.006714643,0.00434009,-392.3080831,414.5073764
-5.91185E-05,0.002497104,0.001962357,-29.57377893,45.5970363
4.68879E-05,0.002043982,0.001723606,-10.10679978,29.43989237
5.43866E-05,0.000991346,0.000792175,-17.00204943,38.93558021
-5.59802E-05,0.003678368,0.002960133,-6.965700798,21.81707648
-5.18653E-05,0.005361946,0.004379826,-21.98958054,44.6193785
-0.000264526,0.004890287,0.00403143,-16.67763178,35.38583279
8.43506E-05,0.001405436,0.001091846,-14.30437751,36.1454124
0.000104344,0.005116857,0.003944737,-1.40486488,10.10754364
-6.87518E-05,0.005192864,0.004241617,-10.43406365,28.44923344
0.000138096,0.004338611,0.00312032,-2.851922805,14.37862599
0.000128077,0.004376897,0.003607798,-17.32006432,40.30707241
-9.18472E-06,0.004149108,0.003328174,-2.535234319,13.11720489
-1.98982E-05,0.00322097,0.002648963,-3.182471472,14.83675884
-6.31017E-05,0.002176453,0.001746193,-5.873304136,19.22880535
7.8775E-05,0.004030097,0.003437218,-17.95713435,41.77417884
0.000204894,0.010121979,0.00835286,-27.33578527,52.77199421
5.94987E-05,0.008282369,0.006663552,-16.34266221,37.45521044
0.000295826,0.006461794,0.005413302,-26.73313989,53.71614599
-0.000189453,0.008317764,0.005737411,-118.5366846,144.3743777
-0.000203181,0.004644094,0.003785728,-11.348436,28.27606154
0.000117258,0.008821299,0.006879178,-30.42397656,89.46903585
0.000184949,0.003902361,0.002977407,-14.03806996,84.87512136
0.000266625,0.005338493,0.003837422,-31.23290773,99.69827315
7.02486E-05,0.003980043,0.003245985,-27.67833882,87.74540781
-8.20502E-05,0.004091566,0.003075994,-12.84320483,42.57356666
2.91705E-05,0.004179399,0.00315934,-27.76045453,111.3592461
-0.000451335,0.008183209,0.006153304,-30.11095156,100.6269746
3.78305E-05,0.002482192,0.001693562,-7.331992903,37.15220573
6.57479E-06,0.004705573,0.003523118,3.647771808,57.36216829
-0.000403927,0.014958377,0.011178751,-7.600657725,69.3151958
8.81631E-05,0.005901622,0.004467149,-20.84651756,87.76811154
-0.000225981,0.003594331,0.002921504,-29.57021596,87.50980179
0.000199052,0.003209215,0.002464056,-1.900684276,106.2777243
-2.04362E-05,0.000780426,0.000594436,2.696131397,58.22051558
-2.58175E-05,0.007182715,0.005444221,-14.85623828,113.0350635
0.000264765,0.007204516,0.005434088,-0.704208943,116.3197659
0.000107213,0.003899939,0.002958918,-3.229991207,45.56505422
0.000207519,0.005957256,0.004427353,-9.545736374,60.62690905
-8.74257E-05,0.002511532,0.001906037,-12.00041851,53.12844379
7.59423E-06,0.001913035,0.001467016,-16.32954107,61.33974214
-8.02384E-05,0.003556664,0.002843776,-17.37338268,70.88965614
3.198E-05,0.002796128,0.002128033,3.661804603,108.995757
-0.000179841,0.013796314,0.01005642,-42.12391507,105.0072441
0.000126658,0.004579032,0.003592954,-22.32828406,77.54814625
-8.42829E-05,0.004381035,0.003372735,-32.31283985,88.73271188
0.000105781,0.00304216,0.00196084,-0.152325569,48.74688004
7.39392E-06,0.000430335,0.000334425,-21.14412315,79.39833753
2.68677E-05,0.010118429,0.00794699,-31.23396778,146.2929829
-0.000254111,0.003935443,0.003014721,-45.69505255,143.3108758
-6.21895E-06,0.001536667,0.001105476,-4.960398849,52.31199299
-9.70089E-06,0.005505776,0.004203889,-49.64261092,104.989914
-0.000139413,0.008721156,0.006619932,-20.16751675,59.67119033
-7.68128E-05,0.001362982,0.001172687,-23.22049667,45.8070571
0.000620899,0.00939246,0.007343536,-5.332464151,59.82319746
-0.000345058,0.006737883,0.005892957,-44.18673496,70.68912493
-0.000209848,0.005306927,0.004282117,-14.40549734,32.79681779
-1.54028E-05,0.000211843,0.000157169,-16.96242026,35.38242758
-2.17266E-06,0.000153849,0.000128144,-30.03265026,53.02353965
-9.90007E-05,0.004095943,0.003382041,-7.742722034,23.5457278
-0.000675693,0.016787964,0.013266777,-36.27027136,59.83391173
-0.000493595,0.016751727,0.013385199,-20.20560217,43.00407759
0.001588766,0.024241186,0.018209396,-23.59190253,76.50559337
7.39392E-06,0.000430335,0.000334425,-21.14412315,79.39833753
2.68677E-05,0.010118429,0.00794699,-31.23396778,146.2929829
-0.000254111,0.003935443,0.003014721,-45.69505255,143.3108758
