"Accuracy","Kappa","AccuracyLower","AccuracyUpper","AccuracyNull","AccuracyPValue","McnemarPValue","Sensitivity","Specificity","Pos.Pred.Value","Neg.Pred.Value","Precision","Recall","F1","Prevalence","Detection.Rate","Detection.Prevalence","Balanced.Accuracy"
0.725365552773847,0.44290521215915,0.723000677057926,0.727720942594445,0.537875984180545,0,0,0.795688189741237,0.643515537898654,0.722061704211557,0.730173719376392,0.722061704211557,0.795688189741237,0.757089125941901,0.537875984180545,0.427981568157904,0.592721599361416,0.719601863819946
